preco,quilometragem,ano,infomacoes
73.990,0 Km,2021,Fiat Strada 1.4 Endurance Cab. Plus Flex 2p
78.990,0 Km,2021,Fiat Strada 1.3 Freedom Cab. Plus Flex 2p
192.938,0 Km,2021,Nissan Frontier 2.3 Xe Cab. Dupla 4x4 Aut. 4p
136.900,15.800 Km,2020,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
179.900,41.841 Km,2019,Ford Ranger 3.2 Limited 4x4 Cd 20v
106.900,1 Km,2021,Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p
51.970,25.000 Km,2020,Volkswagen Saveiro 1.6 Robust Cab. Simples Total Flex 2p
133.900,29.000 Km,2019,Ford Ranger 2.2 Xl Cab. Dupla 4x4 4p
65.900,13.000 Km,2020,Chevrolet Montana 1.4 Sport Econoflex 2p
51.900,58.519 Km,2019,Fiat Strada 1.4 Mpi Hard Working Cs 8v
71.900,149.000 Km,2012,Volkswagen Amarok 2.0 Cab. Dupla 4motion 4p
52.000,50.000 Km,2018,Volkswagen Saveiro 1.6 Trendline Cab. Simples Total Flex 2p
159.900,0 Km,2021,Fiat Toro 2.0 Ranch 4x4 Aut. 4p
92.899,65.000 Km,2019,Fiat Toro 1.8 16v Evo Freedom
65.900,15.000 Km,2003,Ford Ranger 2.3 Xl Cab. Simples 4x2 2p
26.990,4 Km,2000,Volkswagen Kombi 1.6 Mi Pick-up Cs 8v
96.990,13.307 Km,2020,Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p
198.001,100 Km,2021,Ford Ranger 2.2 Xls 4x4 Cd 16v
179.900,132.000 Km,2017,Toyota Hilux 2.8 Tdi Srx Cab. Dupla 4x4 Aut. 4p
229.900,24.000 Km,2020,Toyota Hilux 2.8 Tdi Srx Cab. Dupla 4x4 Aut. 4p
83.400,19.900 Km,2020,Volkswagen Saveiro 1.6 Cross Cd 16v
110.000,61 Km,2017,Toyota Hilux 2.7 Srv Cab. Dupla 4x2 Flex Aut. 4p
149.900,80.000 Km,2016,Toyota Hilux 2.8 Tdi Srx Cab. Dupla 4x4 Aut. 4p
51.500,120.000 Km,2015,Volkswagen Saveiro 1.6 16v Cross Cab. Estendida Total Flex 2p
215.000,22.200 Km,2020,Ford Ranger 3.2 Limited Cab. Dupla 4x4 Aut. 4p
81.900,49.000 Km,2018,Fiat Toro 1.8 16v Freedom Flex 4x2 Aut. 4p
44.900,98.000 Km,2017,Chevrolet Montana 1.4 Ls Econoflex 2p
44.900,1 Km,2006,Chevrolet S10 2.8 Colina Cab. Simples 4x2 2p
197.890,50.000 Km,2019,Volkswagen Amarok 3.0 Highline Cab. Dupla V6 4x4 Aut. 4p
179.900,39.181 Km,2020,Chevrolet S-10 2.8 Mpfi Ltz 4x4 Cd 16v
200.000,94.500 Km,2012,Ram Ram 2500 6.7 Laramie Cab. Dupla 4x4 Aut. 4p
149.990,0 Km,2021,Fiat Toro 2.0 Volcano 4x4 Aut. 4p
38.999,70.100 Km,2019,Chevrolet Montana 1.4 Ls Econoflex 2p
86.000,210.000 Km,2007,Toyota Hilux 3.0 Srv Cab. Dupla 4x4 Aut. 4p
177.900,0 Km,2021,Renault Master 2.3 L1h1 5p
159.900,0 Km,2021,Renault Master 2.3 L1h1 5p
159.900,0 Km,2021,Renault Master 2.3 L1h1 5p
159.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
183.900,0 Km,2021,Peugeot Furgão Ambulância
157.900,0 Km,2020,Fiat Ducato Furgão
173.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
151.900,0 Km,2021,Renault Master 2.3 L1h1 5p
157.900,0 Km,2020,Fiat Ducato Chassi
159.900,0 Km,2020,Fiat Ducato 2.3 Curto (8m3) 5p
157.900,100 Km,2014,Fiat Ducato 2.3 Multijet Teto Alto Economy 5p
97.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
183.900,0 Km,2020,Fiat Ducato Baú
145.900,0 Km,2020,Mercedes-benz Sprinter Furgão Furgão
188.900,0 Km,2021,Renault Master 2.3 Grand L2h2 5p
183.900,0 Km,2021,Peugeot Furgão Ambulância
157.900,0 Km,2020,Mercedes-benz Sprinter Furgão Furgão
188.900,0 Km,2021,Fiat Fiorino 1.4 Hard Working Flex 4p
74.970,32.000 Km,2018,Fiat Fiorino 1.4 Hard Working Flex 4p
61.980,119.000 Km,2014,Renault Master 2.3 L1h1 5p
86.000,434.005 Km,2014,Fiat Ducato 2.3 Multijet 12m3 Economy 5p
88.000,98.368 Km,2010,Renault Master 2.5 Dci L3h2 5p
59.580,129.364 Km,2018,Renault Master 2.3 L1h1 5p
112.000,356.000 Km,2010,Ford Transit 2.4 Longo 5p
47.300,218 Km,2008,Mercedes-benz Sprinter Furgão 2.2 Cdi 313 Longo Teto Alto 5p
68.000,175.800 Km,2015,Mercedes-benz Sprinter Furgão 2.2 Cdi 311 Street Longo Teto Baixo 9m3 5p
95.000,100.000 Km,1999,Volkswagen Kombi 1.6 3p Gasolina
17.900,309.056 Km,2016,"Mercedes-benz Sprinter Furgão 2.2 Cdi 415 Longo Teto Alto 10,5m3 5p"
129.000,56.000 Km,2019,"Mercedes-benz Sprinter Furgão 2.2 Cdi 415 Longo Teto Alto 10,5m3 5p"
115.000,268.298 Km,2012,Fiat Fiorino Fiat Fiorino Flex 1.3
25.990,0 Km,2021,"Mercedes-benz Sprinter Furgão 2.2 Cdi 416 Curto 7,5m3 5p"
153.900,90.000 Km,2014,Citroën Jumper 2.3 Hdi F33c Furgão Teto Baixo Turbo Intercooler
71.900,0 Km,2021,Mercedes-benz Sprinter Furgão 2.2 Cdi 416 Extra Longo 14m3 5p
175.900,1 Km,2021,Mercedes-benz Sprinter Vidrado 2.2 416 Cdi Extra Longo Teto Alto 14m3 5p
179.900,295.000 Km,2009,Volkswagen Kombi 1.4 Total Flex 3p
24.000,75.160 Km,2019,Renault Master 2.3 Extra L3h2 5p
164.000,42.500 Km,2018,Renault Kangoo Express Kangoo 1.6 Express 16v Flex
49.000,365.000 Km,2015,Renault Master 2.3 Extra L3h2 5p
97.000,25.968 Km,2019,Renault Master 2.3 Dci Diesel Furgão L1h1 3p Manual
130.000,0 Km,2020,Peugeot Expert 1.6 Hdi Business Td Blue 5p
184.900,0 Km,2021,Fiat Fiorino 1.4 Flex 4p
68.000,97.197 Km,2013,Fiat Fiorino 1.3 Flex 4p
35.000,225.000 Km,2012,Volkswagen Kombi 1.4 Total Flex 3p
27.000,86.000 Km,2018,Renault Master 2.3 Dci Furgao L1h1
118.000,129.364 Km,2018,Renault Master 2.3 L1h1 5p
112.000,130.000 Km,2009,Volkswagen Kombi 1.4 Total Flex 3p
23.890,326.000 Km,2013,Renault Master 2.5 Dci L3h2 5p
73.500,84.000 Km,2012,Renault Kangoo Express 1.6 16v Porta Lateral Hi-flex 5p
118.500,89.000 Km,2013,Citroën Jumper 2.3 Hdi 16l 5p
75.000,100 Km,2015,Mercedes-benz Sprinter Van 2.2 Cdi 415 Teto Baixo 5p
108.900,359.000 Km,2009,Fiat Ducato 2.8 Jtd Longo Teto Alto 5p
55.000,200.000 Km,2017,Mercedes-benz Sprinter Van 2.2 Cdi 415 Teto Baixo 5p
132.900,105.000 Km,2013,Volkswagen Kombi 1.4 Standard Total Flex 3p
39.890,139.000 Km,2015,Fiat Ducato 2.3 Multijet Economy 5p
93.900,67.000 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
193.500,381.987 Km,2016,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
149.000,0 Km,2019,Mercedes-benz Sprinter Van Lotação
173.900,0 Km,2021,Renault Master 2.3 Executive L3h2 16l 5p
195.900,115.000 Km,2015,Renault Master 2.3 Executive L3h2 16l 5p
120.000,83.000 Km,2014,Volkswagen Kombi 1.4 Standard Total Flex 3p
43.900,0 Km,2020,Mercedes-benz Sprinter Van 2.2 516 Cdi Extra Longo Teto Alto (21l) 5p
242.000,278.254 Km,2018,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
182.000,40.000 Km,2019,Mercedes-benz Sprinter Van 2.2 Cdi 515 Teto Alto 5p
156.920,151.048 Km,2015,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
115.000,148.227 Km,2015,Renault Master 2.3 Passageiro L3h2 16l
95.000,0 Km,2020,Mercedes-benz Sprinter Van 2.2 Cdi 416 Longo Teto Alto (16l) 5p
220.000,345.924 Km,2012,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
79.000,348.027 Km,2013,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
89.000,50.000 Km,2018,Renault Master 2.3 Executive L3h2 16l 5p
129.900,149.000 Km,2016,Renault Master 2.3 Executive L3h2 16l 5p
98.600,275.824 Km,2011,Volkswagen Kombi 1.4 Standard Total Flex 3p
34.000,240.000 Km,2010,Volkswagen Kombi 1.4 Standard Total Flex 3p
32.900,126.000 Km,2013,Fiat Ducato 2.3 Multijet Economy 5p
85.900,160.000 Km,2014,Mercedes-benz Sprinter Van 2.2 Cdi 515 Lotação Teto Alto 5p
135.000,0 Km,2020,Mercedes-benz Sprinter Van Sprinter 416 Extra Longa Escolar
182.900,111.111 Km,2013,Mercedes-benz Sprinter 2.2 311 Cdi Furgão Street 14 16v Bi-turbo Diesel Manual
123.000,135.155 Km,2017,Mercedes-benz Sprinter Van 2.2 Cdi 415 Luxo Teto Alto 5p
179.000,143.895 Km,2013,Fiat Ducato 2.3
82.990,200.000 Km,2012,Volkswagen Kombi 1.4 Standard Total Flex 3p
29.990,75.000 Km,2011,Volkswagen Kombi Motor-casa
86.500,117.280 Km,2017,Mercedes Sprinter 415 Cdi Executiva 20l Marticar
175.000,117.280 Km,2017,Mercedes Sprinter 415 Cdi Executiva 20l Marticar
175.000,283.685 Km,2013,Renault Master Master 2.5 Passageiro Escolar 16l
88.000,234.000 Km,2013,Mercedes-benz Sprinter Van 415
99.920,165.773 Km,2016,Mercedes-benz Sprinter Van 2.2 Cdi 415 Standard Teto Baixo 5p
112.900,180.000 Km,2008,Peugeot 2009 Van
50.000,111 Km,2015,Renault Master 2.5 Dci Minibus L3h2 16 Lugares 16v Diesel 3p Manual
130.000,111 Km,2013,Mercedes-benz Sprinter 2.2 415 Cdi Van 16 Lugares Teto Alto 16v Bi-turbo Diesel Manual
123.000,364.349 Km,2012,Volkswagen Kombi 1.4 Lotação Total Flex 3p
28.000,133.000 Km,2016,Renault Master 2.3 Standard L2h2 16l 5p
90.000,600.000 Km,2005,Mercedes-benz Sprinter Van 2.2 Cdi 313 Executiva 5p
48.000,345.284 Km,2013,Fiat Ducato Minibus 2.3    16 Lugares
59.000,111.111 Km,2009,Mercedes-benz Sprinter Van Cdi
59.500,260.000 Km,2016,Renault Master 2.3 Vip L3h2 16l 5p
107.999,147.876 Km,2014,Fiat Ducato 2.3 Multijet Longo Teto Alto Economy 5p
110.000,208.000 Km,2013,Mercedes-benz Sprinter Van 415
63.900,213.715 Km,2011,Honda Fit 1.4 Dx Flex Aut. 5p
32.990,99.654 Km,2013,Fiat Idea 1.8 16v Adventure Flex 5p
34.890,131.456 Km,2011,Honda Fit 1.4 Dx Flex Aut. 5p
40.900,120.000 Km,2013,Citroën C3 Picasso 1.5 Glx Flex 5p
30.999,110.000 Km,2012,Fiat Idea 1.4 Attractive Flex 5p
27.900,47.000 Km,2015,Citroën C3 Picasso 1.5 Tendance Flex 5p
35.900,48.000 Km,2015,Honda Fit 1.5 Exl Flex Aut. 5p
61.891,48.000 Km,2015,Honda Fit 1.5 Exl Flex Aut. 5p
61.890,59.000 Km,2016,Honda Fit 1.5 Ex Flex Aut. 5p
59.900,82.594 Km,2012,Honda Fit 1.4 Dx Flex 5p
35.900,43.000 Km,2017,Citroën Aircross 1.6 16v Live Flex Aut. 5p
49.900,99.000 Km,2018,Honda Fit 1.5 Ex Flex Aut. 5p
65.889,22.000 Km,2019,Peugeot 2008 1.6 Style 16v Flex Aut. 5p
66.900,101.439 Km,2011,Fiat Idea 1.8 16v Adventure Flex 5p
31.900,7.500 Km,2020,Chevrolet Spin 1.8 Lt 5l Aut. 5p
73.790,57.000 Km,2017,Citroën Aircross 1.5 Live Flex 5p
45.990,135.000 Km,2007,Fiat Idea 1.8 Adventure Flex 5p
27.888,63.279 Km,2015,Mercedes-benz Classe A 2.0 Sport Turbo 5p
129.800,22.399 Km,2013,Chevrolet Spin 1.8 Lt 5l 5p
39.990,104.000 Km,2010,Chevrolet Meriva 1.4 Joy Econoflex 5p
20.900,99.000 Km,2013,Citroën Aircross 1.6 16v Glx Flex Aut. 5p
34.990,72.000 Km,2016,Chevrolet Spin 1.8 Activ 5l Aut. 5p
53.900,131.574 Km,2016,Chevrolet Spin 1.8 Ltz 7l Aut. 5p
52.900,129.286 Km,2011,Fiat Idea 1.8 16v Adventure Flex Dualogic 5p
29.800,199.000 Km,2008,Fiat Idea 1.4 Elx Flex 5p
19.999,113.000 Km,2011,Citroën Aircross 1.6 16v Exclusive Flex 5p
29.990,61.101 Km,2016,Peugeot 2008 1.6 16v Allure Flex Aut. 5p
47.900,80.000 Km,2013,Citroën C3 Picasso 1.5 Glx Flex 5p
28.990,139.000 Km,2011,Honda Fit 1.4 Lx Flex 5p
36.900,139.000 Km,2014,Chevrolet Spin 1.8 Lt 5l Aut. 5p
40.990,186.000 Km,2010,Honda Fit 1.4 Lx Flex 5p
30.000,151.000 Km,2013,Fiat Idea 1.8 16v Adventure Flex 5p
34.900,120.739 Km,2011,Citroën Aircross 1.6 16v Glx Flex 5p
29.900,4.000 Km,2020,Peugeot 2008 1.6 Griffe 16v Thp Flex Aut. 5p
86.990,64.000 Km,2017,Citroën Aircross 1.6 16v Feel Flex Aut. 5p
49.899,133 Km,2014,Fiat Idea 1.4 Attractive Flex 5p
32.900,140.000 Km,2016,Honda Fit 1.5 Ex Flex Aut. 5p
54.900,70.000 Km,2016,Citroën Aircross 1.6 16v Feel Flex Aut. 5p
49.900,110.000 Km,2014,Citroën Aircross 1.6 16v Exclusive Flex 5p
35.990,121.000 Km,2015,Fiat Idea 1.6 16v Essence Flex 5p
35.990,0 Km,2020,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
93.990,0 Km,2020,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
93.990,0 Km,2020,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
93.990,0 Km,2020,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
93.990,0 Km,2020,Peugeot 2008 1.6 16v Griffe Flex Aut. 5p
93.990,224.000 Km,2017,Chevrolet Spin 1.8 Advantage 5l Aut. 5p
46.000,174.790 Km,2007,Fiat Idea 1.4 Elx Flex 5p
19.500,62.000 Km,2011,Fiat Idea 1.8 16v Sporting Flex 5p
167.580,150 Km,2009,Citroën Xsara Picasso 2.0 Exclusive Aut. 5p
20.000,120 Km,2002,Renault Scenic 2.0 16v Rt Aut. 5p
9.900,183.000 Km,2014,Mercedes-benz Sprinter Van 515 Big 20l 183mkm
128.000,109.600 Km,2011,Dodge Journey 2.7 R/t 5p
42.000,113.000 Km,2006,Chevrolet Zafira 2.0 Elite Flex Power 5p
25.990,180.000 Km,2009,Chevrolet Zafira 2.0 Expression Flex Power Aut. 5p
23.900,102.000 Km,2014,Fiat Doblo 1.8 16v Essence Flex 5p
43.900,102.000 Km,2004,Citroën Xsara Picasso 2.0 Exclusive 5p 138 Hp
17.890,91.704 Km,2018,Fiat Doblo 1.8 16v Essence 7l Flex 5p
55.900,73.000 Km,2015,Kia Carnival 3.5 Ex 5p
117.900,118.410 Km,2011,Chevrolet Zafira 2.0 Expression Flex Power Aut. 5p
28.900,28.000 Km,1995,Gurgel Br800 Sl 5 Lugares
18.900,132.000 Km,2012,Fiat Freemont 2.4 Precision 5p
45.900,104.000 Km,2013,Nissan Livina 1.8 Sl Flex Aut. 5p
29.000,22.000 Km,2020,Mini Clubman 2.0 John Cooper Works All4 Aut. 5p
259.990,40.076 Km,2020,Fiat Doblo 1.8 16v Essence 7l Flex 5p
72.890,112.748 Km,2013,Kia Soul 1.6 Ex Flex Aut. 5p
41.990,23.310 Km,2019,Fiat Doblo 1.8 16v Essence 7l Flex 5p
64.600,140.000 Km,2011,Citroën Xsara Picasso 1.6 Glx Flex 5p
20.990,82.000 Km,2014,Citroën C4 Picasso 2.0 5p
37.900,65.000 Km,2012,Nissan Livina 1.8 Sl Flex Aut. 5p
32.900,150.000 Km,2010,Dodge Journey 2.7 Sxt 5p
38.890,50.000 Km,2015,Kia Soul 1.6 Ex Flex Aut. 5p
64.999,163.000 Km,2011,Kia Soul 1.6 Ex Flex 5p
28.890,112.980 Km,2013,Nissan Livina 1.6 S Flex 5p
27.890,110.000 Km,2013,Fiat Doblo 1.8 16v Adventure Xingu Flex 5p
53.900,98.563 Km,2016,Fiat Doblo 1.8 16v Essence Flex 5p
48.900,284.000 Km,2009,Fiat Doblo 1.8 Elx Flex 5p
28.900,95.000 Km,2014,Jinbei Gran Topic 2.0 16v Sl 3p
42.999,130.000 Km,2014,Nissan Livina 1.8 S Flex Aut. 5p
29.890,96.000 Km,2013,Nissan Livina 1.6 S 16v
29.790,44.000 Km,2015,Kia Soul 1.6 Ex Flex Aut. 5p
67.800,132.000 Km,2012,Nissan Livina 1.8 Sl 16v
28.900,1 Km,2013,Fiat Doblo Essence 1.8 Fiat Doblo Essence 1.8 Completa 2013 7 Lugares
39.800,179.000 Km,2004,Citroën Xsara Picasso 2.0 Glx 5p 118 Hp
12.990,244.000 Km,2003,Chevrolet Zafira 2.0 8v 5p
20.900,52.047 Km,2018,Fiat Doblo 1.8 16v Essence 7l Flex 5p
53.900,136.000 Km,2010,Citroën C4 Picasso 2.0 16v
28.900,146.532 Km,2000,Renault Scenic 2.0 Rxe 5p
10.900,94.585 Km,2013,Fiat Doblo 1.8 16v Adventure Xingu Flex 5p
46.800,92.000 Km,2010,Dodge Journey 2.7 Se 5p
44.900,0 Km,2021,Peugeot Expert Minibus 1.6 (11l) Td Blue Hdi 5p
160.378,43.000 Km,2019,Fiat Doblo 1.8 16v Essence 7l Flex 5p
68.990,0 Km,2020,Chevrolet Spin Lt 1.8
78.500,44.732 Km,2013,Jinbei Topic Escolar 2.0 16v L 4p
31.900,0 Km,2021,Renault Master Renault Master 2.3 16v Dci L2h2 Grand Furgão
159.900,0 Km,2021,Citroën Jumpy Citroën Jumpy 1.6 Hdi Pack
180.500,100.360 Km,2015,Citroën Jumper Citroën Jumper 2.3 Hdi Executiva
74.320,108.000 Km,2011,Audi A3 2.0 Tfsi Sport S-tronic 3p
54.800,96.599 Km,2014,Peugeot 208 1.5 Active Flex 5p
30.500,81.000 Km,2011,Renault Sandero Stepway 1.6 16v Hi-flex 5p
28.890,121.000 Km,2008,Citroën C3 1.4 8v Glx Flex 5p
15.900,87.000 Km,2012,Volkswagen Polo 1.6 Mi 8v
33.800,139.166 Km,2008,Citroën C3 1.4 8v Glx Flex 5p
15.490,129.000 Km,2008,Citroën C3 1.4 8v Exclusive Flex 5p
17.890,174.000 Km,2003,Volkswagen Polo 1.6 Comfortline 5p
15.900,202.000 Km,2002,Volkswagen Gol 1.0 16v Power 5p
10.500,110.000 Km,2012,Volkswagen Gol 1.0 Trend Total Flex 5p
22.900,8.000 Km,2017,Nissan March 1.6 16v Sl 5p
48.900,80.000 Km,2016,Kia Picanto 1.0 Ex Flex Aut. 5p
36.990,92.000 Km,2013,Nissan March 1.6 Rio 5p
29.000,76.500 Km,2016,Fiat Uno 1.0 Attractive Flex 5p
30.300,136.854 Km,2008,Volkswagen Golf 1.6 Sportline Total Flex 5p
30.000,142.559 Km,2011,Fiat Punto 1.4 Attractive 8v
22.900,174.000 Km,2006,Fiat Palio 1.0 Fire Flex 3p
12.990,24.000 Km,2014,Volkswagen Fusca 2.0 Tsi R-line 3p Automática
119.900,97.000 Km,2015,Volkswagen Fox 1.0 Trendline Total Flex 5p
36.900,77.000 Km,2012,Ford Fiesta 1.6 16v Se Flex 5p
24.890,40.000 Km,2020,Renault Sandero 1.0 Zen 12v 5p
46.900,16.500 Km,2017,Ford Fiesta 1.6 16v Sel Flex 5p
47.900,67.000 Km,2016,Ford Focus 2.0 Se Flex Powershift 5p
48.990,96.000 Km,2012,Ford Focus 2.0 Glx Flex Aut. 5p
29.990,1 Km,2011,Volkswagen Gol 1.0 Total Flex 3p
14.499,42.400 Km,2017,Volkswagen Fox 1.6 Comfortline Total Flex I-motion 5p
42.800,999.999 Km,1996,Bmw Serie 3 1.9 3p
19.000,93.491 Km,2009,Chevrolet Corsa 1.4 Premium Econoflex 5p
22.900,77.000 Km,2011,Chevrolet Corsa 1.4 Maxx Econoflex 5p
24.900,76.000 Km,2013,Hyundai Hb20 1.6 Comfort Plus Flex Aut. 5p
38.000,219.000 Km,2003,Chevrolet Meriva 1.8 5p
14.900,180.000 Km,2002,Chevrolet Corsa 1.0 Wind Milenium 5p
12.700,40.000 Km,2014,Ford Fiesta 1.6 Rocam Se Flex 5p
29.700,166.000 Km,2009,Renault Sandero 1.6 Privilège Hi-torque 5p
17.990,114.000 Km,2014,Fiat Bravo 1.8 16v Wolverine Flex 5p
34.890,100.000 Km,2014,Volkswagen Golf 1.4 Tsi Highline 5p Automática
58.999,112.404 Km,2011,Volkswagen Gol 1.0 Mi 8v G.v
23.880,1 Km,2020,Renault Sandero 1.0 12v Authentique Sce 5p
39.800,133.541 Km,2012,Volkswagen Golf 1.6 Vht Total Flex 5p
39.999,89.963 Km,2015,Hyundai Hb20 1.6 Comfort Style Flex Aut. 5p
41.990,91.000 Km,2010,Volkswagen New Beetle 2.0 3p Automática
38.900,142.000 Km,2003,Fiat Palio 1.0 Ex Five 5p
12.999,115.365 Km,2012,Fiat Uno 1.4 Way Flex 5p
27.900,119.000 Km,2018,Renault Sandero 1.0 12v Authentique Sce 5p
29.999,103.000 Km,2012,Fiat 500 1.4 16v Sport Air 3p
37.799,81.820 Km,2015,Fiat Palio 1.0 Fire Flex 5p
25.990,107.000 Km,2015,Ford Ka 1.5 Se Flex 5p
34.999,60.603 Km,2018,Fiat Argo 1.8 Hgt 16v Flex Aut. 5p
89.900,178.000 Km,2015,Honda Civic 2.0 Lxr Flex Aut. 4p
49.900,83.000 Km,2008,Mercedes-benz Classe C 1.8 Avantgarde Kompresor 4p
48.000,180.000 Km,2002,Toyota Corolla 1.8 16v Xei Aut. 4p
15.499,48.000 Km,2014,Hyundai Hb20s 1.6 Comfort Plus Flex 4p
40.990,100.000 Km,2010,Volkswagen Polo Sedan 1.6 Vht Comfortline Total Flex I-motion 4p
26.990,89.000 Km,2014,Fiat Grand Siena 1.6 16v Essence Flex Dualogic 4p
31.889,2.840 Km,2020,Renault Logan 1.6 Zen 16v Flex 4p Manual
49.990,53.392 Km,2018,Ford Ka Ka Sedan Sel 1.5 16v (flex)
49.900,1 Km,2015,Chevrolet Prisma 1.4 Ltz 4p
43.900,98.000 Km,2012,Toyota Corolla 1.8 16v Gli Flex Aut. 4p
46.999,107.330 Km,2013,Mercedes-benz Classe C 1.6 Sport Turbo 4p
70.000,240 Km,2007,Fiat Siena 1.0 Fire Flex 4p
13.900,125.000 Km,2015,Toyota Corolla 1.8 16v Gli Flex Multi-drive 4p
64.900,92.395 Km,2017,Fiat Grand Siena 1.6 Mpi Essence 16v
44.900,113.000 Km,2014,Fiat Grand Siena 1.6 Mpi Essence 16v
36.900,40.000 Km,2011,Bmw Serie 3 3.0 Sport Aut. 4p
118.900,139.000 Km,2008,Peugeot 307 Sedan 2.0 Feline Aut. 4p
19.900,108.000 Km,2014,Nissan Versa 1.6 16v Sl Flex 4p
33.000,195.000 Km,2004,Renault Clio Sedan 1.6 16v Privilège 4p
11.999,132.000 Km,2014,Ford Fusion 2.0 Gtdi Titanium Awd Aut. 4p
65.890,125.000 Km,2011,Ford Fusion 3.0 V6 Sel Awd Aut. 4p
34.916,118.000 Km,2008,Nissan Sentra 2.0 4p
22.999,60.000 Km,2014,Nissan Versa 1.6 16v Sl Flex 4p
37.900,167.000 Km,2007,Fiat Siena Siena Fire 1.0 8v (flex)
18.870,98.893 Km,2015,Chevrolet Cobalt 1.8 Mpfi Ltz 8v
39.900,63.000 Km,2018,Chevrolet Cruze 1.4 Turbo Ltz 16v
81.900,54.400 Km,2019,Toyota Corolla 1.8 Gli Upper 16v
79.900,5.176 Km,2020,Volkswagen Voyage Voyage 1.6 Msi Flex 8v 4p
56.900,8.900 Km,2020,Volkswagen Virtus 1.0 Highline 200 Tsi Aut. 4p
84.900,0 Km,2020,Ford Ka 1.0 Se Flex 4p
44.890,95.000 Km,2012,Volkswagen Jetta 2.0 Comfortline Flex 4p Automática
43.900,77.000 Km,2015,Ford Fusion 2.5 Flex Aut. 4p
61.900,120.000 Km,2008,Mercedes-benz Classe C 1.8 Avantgarde Kompresor 4p
39.999,82 Km,2014,Volkswagen Jetta 2.0 Tsi Highline 4p
69.900,79.300 Km,2010,Mercedes-benz Classe C 1.8 Classic Kompressor 4p
51.870,102.000 Km,2015,Citroën C4 Lounge 1.6 Thp Tendance Flex Aut. 4p
38.990,150.650 Km,2006,Chevrolet Vectra 2.4 16v Elite Flex Power Aut. 4p
25.000,137.137 Km,2008,Chevrolet Corsa Classic 1.0 Spirit Flex Power 4p
14.500,394.000 Km,2000,Volkswagen Santana 2.0 4p
12.000,100 Km,2015,Nissan Sentra 2.0 Sl Flex Aut. 4p
49.990,172.000 Km,2007,Fiat Siena 1.0 Fire Flex 4p
13.990,80.000 Km,2014,Toyota Corolla 2.0 16v Xrs Flex Aut. 4p
58.999,116.000 Km,2008,Chevrolet Corsa Classic 1.0 Life Flex Power 4p
13.900,118.000 Km,2017,Renault Logan 1.0 12v Expression Sce 4p
36.900,67.000 Km,2015,Renault Logan 1.6 Expression Hi-power 4p
35.000,90.000 Km,2013,Fiat Siena 1.0 El Flex 4p
26.990,74.000 Km,2012,Toyota Corolla 2.0 Altis 16v
57.800,37.949 Km,2019,Chevrolet Prisma 1.4 Lt 4p
147.900,172.000 Km,2013,Honda Cr-v 2.0 Exl 4x2 Flex Aut. 5p
66.000,80.000 Km,2016,Renault Duster 2.0 16v Dynamique Hi-flex Aut. 5p
52.900,47.127 Km,2016,Audi Q3 1.4 Tfsi Attraction
94.900,100 Km,2016,Jeep Renegade 2.0 Trailhawk 4x4 Aut. 5p
91.990,118.000 Km,2015,Hyundai Santa Fe 3.3 7l 4wd Aut. 5p
95.000,100.703 Km,2010,Hyundai Santa Fe 2.7 5l Aut. 5p
38.500,120.000 Km,2008,Ford Ecosport 2.0 Xlt 5p
26.900,73.000 Km,2011,Jeep Grand Cherokee 3.6 Limited Aut. 5p
85.900,118.000 Km,2014,Land Rover Discovery 3.0 Sdv6 Se 5p
149.000,105.000 Km,2013,Mitsubishi Outlander 2.0 5p
51.200,86.000 Km,2011,Ford Ecosport 1.6 Xlt Freestyle Flex 5p
33.500,100.000 Km,2012,Volkswagen Tiguan 2.0 Fsi 5p
50.000,4.500 Km,2021,Chevrolet Tracker 1.2 Turbo Flex Premier Automático 2020/2021
121.890,55.000 Km,2014,Volkswagen Touareg 3.6 V6 Fsi 5p
108.900,82.000 Km,2012,Land Rover Freelander 2.2 Sd4 Dynamic 5p
77.900,90.000 Km,2018,Nissan Kicks 1.6 16v Sl Aut. 5p
71.990,47.000 Km,2016,Hyundai Tucson 2.0 Gls 4x2 Flex Aut. 5p
52.800,0 Km,2021,Chevrolet Tracker 1.0 Turbo Ltz
109.900,0 Km,2021,Hyundai Creta 2.0 Prestige Flex Aut. 5p
114.490,53.000 Km,2014,Bmw X1 2.0 Sdrive18i 5p
