marca,modelo,motor,ano,quilometragem,novo,preco
fiat,Doblo,1.8,2018,35000,0,43990
fiat,Doblo,1.8,2016,50000,0,63980
honda,Fit,1.5,2014,84000,0,67990
nissan,Livina,1.6,2012,124000,0,47900
nissan,Livina,1.8,2013,136000,0,27900
nissan,Grand,1.8,2010,130000,0,31890
jac,J6,2.0,2015,0,1,30900
nissan,Livina,1.8,2013,81121,0,60000
jinbei,Topic,2.2,2014,55000,0,29890
chevrolet,Zafira,2.0,2006,174000,0,33990
renault,Megane,1.6,2013,130000,0,25990
dodge,Journey,3.6,2013,114000,0,25900
chrysler,Town,3.6,2015,76000,0,59000
nissan,Livina,1.8,2013,1,0,135000
kia,Soul,1.6,2012,92000,0,29900
hyundai,Hb20,1.6,2013,61586,0,242000
volkswagem,Fox,1.6,2011,78000,0,35990
peugeot,208,1.6,2015,57985,0,27800
renault,Sandero,1.0,2015,64000,0,41900
hyundai,I30,2.0,2012,83000,0,31900
ford,Focus,2.0,2013,98500,0,39900
peugeot,207,1.4,2009,160000,0,33950
peugeot,207,1.6,2010,220000,0,19900
hyundai,Hb20,1.0,2020,0,1,16890
ford,Fiesta,1.6,2014,89320,0,78940
chevrolet,Agile,1.4,2013,123915,0,27000
peugeot,207,1.4,2010,120000,0,28900
chevrolet,Astra,2.0,2008,140000,0,13900
toyota,Etios,1.5,2017,74100,0,25990
hyundai,Hb20,1.0,2013,88000,0,43900
volkswagem,Golf,2.0,2015,47703,0,33890
chevrolet,Celta,1.4,2005,147000,0,99900
ford,Focus,1.6,2012,100000,0,14990
volkswagem,Gol,1.0,2008,194600,0,28990
fiat,Uno,1.0,2020,21000,0,14700
chevrolet,Onix,1.4,2016,46000,0,46900
ford,Fiesta,1.0,2008,159924,0,41900
hyundai,I30,2.0,2012,130000,0,13900
audi,A3,2.0,2012,96000,0,38900
hyundai,Hb20,1.0,2019,17800,0,64000
hyundai,Hb20,1.0,2013,127000,0,43900
hyundai,Hb20,1.6,2018,35000,0,28990
hyundai,Hb20,1.0,2021,0,1,53800
citroen,C3,1.2,2018,39000,0,56990
fiat,Argo,1.0,2019,27000,0,31900
fiat,Uno,1.0,2018,35000,0,46900
citroen,C3,1.2,2017,57900,0,36900
fiat,Punto,1.6,2016,51700,0,34900
citroen,C4,1.6,2012,146000,0,38900
renault,Clio,1.0,2014,2444,0,23900
citroen,C3,1.4,2011,167000,0,23000
volkswagem,Golf,1.4,2014,108000,0,19900
fiat,Punto,1.8,2009,85000,0,74900
fiat,Palio,1.4,2009,74000,0,28990
toyota,Etios,1.3,2017,79000,0,21900
chevrolet,Onix,1.0,2019,57000,0,36150
volkswagem,Polo,1.0,2020,9000,0,41990
chevrolet,Celta,1.0,2010,155214,0,69990
chevrolet,Onix,1.0,2015,66000,0,18890
volkswagem,Up!,1.0,2017,68000,0,36500
volkswagem,Polo,1.6,2018,16600,0,36900
ford,Ka,1.0,2017,80000,0,58990
kia,Picanto,1.0,2017,98000,0,38900
fiat,Siena,1.3,2005,115190,0,84990
volkswagem,Virtus,1.0,2020,25516,0,17890
honda,City,1.5,2013,82000,0,74900
volkswagem,Voyage,1.6,2018,8000,0,44900
Mitsubishi,Lancer,2.0,2017,78000,0,48920
fiat,Linea,1.8,2014,125000,0,53900
mercedes,Classe,1.6,2017,55370,0,31900
nissan,Sentra,2.0,2019,12703,0,137500
peugeot,207,1.6,2012,59000,0,72790
citroen,C4,2.0,2008,180000,0,22900
honda,Civic,1.7,2005,185000,0,16000
volvo,S60,2.0,2011,80900,0,24900
kia,Cerato,1.6,2014,78000,0,46990
citroen,C4,2.0,2010,117000,0,49990
fiat,Siena,1.0,2007,170000,0,23890
fiat,Linea,1.8,2011,141000,0,13999
volkswagem,Voyage,1.6,2020,19000,0,21999
chevrolet,Prisma,1.0,2019,35000,0,54990
nissan,Versa,1.0,2019,28700,0,48990
volkswagem,Voyage,1.6,2018,28700,0,46970
volkswagem,Voyage,1.6,2018,24900,0,47940
volkswagem,Voyage,1.6,2018,29200,0,47960
volkswagem,Voyage,1.6,2018,28700,0,47990
honda,Civic,2.0,2016,148000,0,47950
volkswagem,Jetta,1.4,2018,24800,0,71900
chevrolet,Prisma,1.4,2019,34000,0,79900
volkswagem,Jetta,2.0,2017,30000,0,56899
ford,Fiesta,1.6,2014,87000,0,109990
volkswagem,Passat,2.0,2018,42000,0,31900
jac,J5,1.5,2014,192000,0,129990
ford,Fusion,2.0,2018,31000,0,27990
Mitsubishi,Lancer,2.0,2016,61000,0,91900
volkswagem,Voyage,1.0,2019,22000,0,52500
volkswagem,Voyage,1.0,2020,29000,0,52990
ford,Ka,1.0,2020,29000,0,52990
ford,Ka,1.0,2020,24000,0,46970
hyundai,Hb20s,1.0,2019,33000,0,46980
hyundai,Hb20s,1.0,2019,38700,0,51980
volkswagem,Voyage,1.6,2019,24200,0,51970
nissan,Versa,1.0,2019,22000,0,51880
nissan,Versa,1.0,2019,22000,0,46950
honda,Civic,1.8,2007,151300,0,46930
volkswagem,Voyage,1.6,2012,48000,0,32990
honda,Civic,1.8,2009,330000,0,33990
volkswagem,Jetta,2.5,2010,74000,0,35000
chevrolet,Cruze,1.8,2016,71500,0,43400
honda,City,1.5,2013,99500,0,59900
chevrolet,Prisma,1.4,2015,82000,0,42900
volkswagem,Tiguan,2.0,2012,89000,0,147900
Mitsubishi,Outlander,2.0,2015,105000,0,48900
ford,Edge,3.5,2011,120000,0,64900
ford,Edge,3.5,2012,102000,0,49900
Mitsubishi,Pajero,3.2,2016,139000,0,66990
chevrolet,Tracker,1.4,2017,74210,0,169890
hyundai,Ix35,2.0,2012,119000,0,77900
kia,Sportage,2.0,2007,1,0,56990
jeep,Compass,2.0,2018,32353,0,27900
hyundai,Ix35,2.0,2020,10463,0,117790
volvo,Xc60,2.0,2012,101000,0,108790
ford,Ecosport,1.6,2005,100,0,54500
chevrolet,Tracker,1.0,2021,0,1,23990
toyota,Sw4,3.0,2012,189000,0,299900
Mitsubishi,Pajero,3.5,2008,90,0,119900
hyundai,Tucson,2.0,2017,29000,0,33989
chevrolet,Blazer,2.5,1998,200000,0,61000
hyundai,Ix35,2.0,2017,98000,0,31999
mercedes,Classe,3.5,2009,126000,0,74990
land rover,Rover,2.0,2013,90000,0,70000
honda,Hr-v,1.8,2017,65000,0,115900
jeep,Compass,2.0,2018,49000,0,88000
land rover,Rover,2.7,2008,169000,0,93890
ford,Ecosport,1.6,2009,74500,0,63000
ford,Ecosport,1.6,2014,179000,0,30500
nissan,Kicks,1.6,2017,0,1,40990
bmw,X1,2.0,2011,87000,0,242000
honda,Cr-v,2.0,2010,180000,0,52900
Mitsubishi,Asx,2.0,2016,119000,0,39000
honda,Cr-v,2.0,2011,115000,0,59990
jac,T40,1.6,2020,15000,0,36000
honda,Cr-v,1.5,2019,61000,0,68700
suzuki,Grand,2.0,2013,140000,0,169990
Mitsubishi,Pajero,2.0,2015,64200,0,40990
jeep,Compass,,2021,0,1,259900
audi,Q5,3.2,2012,100000,0,175990
ford,Ecosport,1.6,2012,77000,0,69900
volkswagem,T-cross,1.0,2020,0,1,35000
toyota,Sw4,3.0,1997,1,0,83500
Mitsubishi,Outlander,2.0,2012,123000,0,234000
ford,Ecosport,1.6,2013,70000,0,52900
volkswagem,T-cross,1.0,2020,0,1,44790
chevrolet,Tracker,1.8,2015,100000,0,81500
ford,Ecosport,1.6,2006,160000,0,58900
toyota,Hilux,2.8,2019,38500,0,199900
volkswagem,Saveiro,1.6,2020,9000,0,204800
fiat,Toro,2.0,2018,67400,0,85800
fiat,Toro,1.8,2020,43769,0,112900
renault,Master,2.3,2020,125524,0,93900
toyota,Hilux,2.8,2021,0,1,175000
volkswagem,Saveiro,1.6,2020,15800,0,244800
fiat,Strada,1.4,2019,76000,0,61800
iveco,Daily,,2014,174000,0,50890
chevrolet,C-10,,1966,1500,0,135200
ford,Ranger,2.2,2018,87000,0,79900
fiat,Strada,1.4,2017,82000,0,131900
volkswagem,Amarok,2.0,2019,6663,0,42900
Mitsubishi,L200,3.5,2012,297000,0,198900
renault,Master,2.3,2021,0,1,79900
mercedes,Sprinter,2.2,2021,0,1,142900
fiat,Strada,1.3,2021,0,1,177900
fiat,Toro,1.8,2021,0,1,82900
fiat,Toro,1.8,2019,26000,0,97190
fiat,Toro,2.0,2021,7,0,88890
fiat,Toro,2.0,2019,41000,0,148890
fiat,Toro,1.8,2020,47000,0,128900
fiat,Toro,2.0,2021,1,0,91990
fiat,Strada,1.4,2020,46800,0,155990
ford,Ranger,3.2,2019,61069,0,59990
renault,Master,2.3,2020,0,1,179500
fiat,Strada,1.4,2021,0,1,143900
chevrolet,S10,2.8,2018,73000,0,67990
chevrolet,Montana,1.4,2010,110000,0,116900
volkswagem,Saveiro,1.6,2020,0,1,26900
nissan,Frontier,2.3,2021,0,1,54990
toyota,Hilux,2.8,2018,44000,0,189900
fiat,Strada,1.8,2010,157000,0,189000
fiat,Strada,1.4,2018,59000,0,36990
fiat,Toro,1.8,2018,49000,0,49900
mercedes,Sprinter,2.2,2021,0,1,83990
fiat,Toro,1.8,2019,74000,0,154900
toyota,Sw4,3.0,2006,230000,0,88900
chevrolet,Montana,1.4,2018,44000,0,77000
fiat,Strada,1.4,2018,124000,0,47900
fiat,Strada,1.4,2015,79000,0,43900
fiat,Toro,2.0,2017,73000,0,36999
chevrolet,S10,2.8,2018,76000,0,104990
volkswagem,Saveiro,1.6,2019,34000,0,172000
fiat,Strada,1.4,2019,26000,0,53900
renault,Master,2.3,2018,100000,0,57900
fiat,Toro,2.0,2021,0,1,125000
chevrolet,Montana,1.4,2019,58000,0,157900
fiat,Fiorino,1.4,2018,58276,0,33490
fiat,Ducato,2.3,2015,46350,0,59900
ford,Transit,2.4,2011,352000,0,105000
fiat,Ducato,2.3,2014,152000,0,52000
fiat,Fiorino,1.4,2016,143789,0,82000
fiat,Fiorino,1.4,2017,122000,0,44000
citroen,Jumper,1.6,2021,0,1,49999
renault,Master,2.3,2019,0,1,189306
mercedes,Sprinter,2.2,2021,1,0,139900
renault,Master,,2013,289000,0,182900
peugeot,Expert,1.6,2019,33031,0,76000
fiat,Ducato,2.3,2015,210000,0,102990
chevrolet,Montana,1.4,2010,210000,0,73800
volkswagem,Kombi,1.4,2010,154000,0,26800
renault,Master,2.3,2021,0,1,35000
renault,Master,2.3,2021,0,1,134900
renault,Master,2.3,2021,0,1,157900
fiat,Ducato,2.3,2021,0,1,159900
mercedes,Sprinter,2.2,2021,0,1,159900
peugeot,Expert,,2020,0,1,173900
fiat,Ducato,2.3,2020,0,1,139900
fiat,Ducato,,2019,0,1,157900
fiat,Ducato,2.3,2021,0,1,159900
fiat,Ducato,,2020,0,1,147900
renault,Master,2.3,2021,0,1,134900
renault,Master,2.3,2020,0,1,172000
fiat,Fiorino,1.4,2021,0,1,159900
renault,Master,2.3,2017,140000,0,82900
renault,Master,2.3,2020,43000,0,103900
renault,Master,2.3,2018,122000,0,129900
renault,Master,2.5,2013,450000,0,137900
renault,Master,2.3,2020,0,1,85000
renault,Master,2.3,2019,0,1,175900
fiat,Fiorino,1.4,2019,51000,0,144900
fiat,Fiorino,1.4,2020,29000,0,61900
renault,Master,2.3,2018,50000,0,66890
citroen,Jumpy,1.6,2020,0,1,124900
fiat,Fiorino,1.4,2018,67000,0,129990
fiat,Ducato,2.3,2014,275000,0,59900
fiat,Fiorino,1.4,2016,180000,0,85000
fiat,Fiorino,,2018,24100,0,54900
renault,Master,2.5,2013,192000,0,61500
volkswagem,Kombi,1.4,2011,174000,0,82000
renault,Master,2.5,2013,1,0,38000
mercedes,Sprinter,,2021,0,1,92900
fiat,Ducato,2.3,2013,200000,0,198000
peugeot,Partner,1.6,2019,0,1,79900
renault,Master,2.3,2015,174,0,80000
peugeot,Boxer,2.3,2013,166000,0,64900
mercedes,Sprinter,2.2,2017,205000,0,69000
citroen,Jumper,2.3,2013,160000,0,130000
fiat,Ducato,2.8,2009,312000,0,59900
mercedes,Sprinter,,2019,88000,0,62000
volkswagem,Kombi,1.6,2005,111111,0,134900
citroen,Jumper,2.3,2016,104000,0,35200
mercedes,Sprinter,2.2,2020,0,1,105900
mercedes,Sprinter,2.2,2014,130000,0,179900
mercedes,Sprinter,2.2,2015,175000,0,85990
renault,Master,2.3,2015,113000,0,138000
renault,Master,,2019,47680,0,100000
peugeot,Boxer,2.3,2013,200000,0,139990
mercedes,Sprinter,2.2,2017,99000,0,63900
renault,Master,,2013,227249,0,119990
peugeot,Boxer,2.3,2016,113000,0,92900
volkswagem,Kombi,1.4,2014,90000,0,79900
mercedes,Sprinter,2.2,2014,152000,0,42980
volkswagem,Kombi,1.4,2013,168000,0,110000
peugeot,Boxer,2.8,2008,260000,0,32000
fiat,Ducato,2.3,2010,196000,0,44000
mercedes,Sprinter,2.2,2013,180000,0,67000
volkswagem,Kombi,1.6,1999,100000,0,79990
fiat,Ducato,2.3,2016,111000,0,16900
peugeot,Boxer,2.8,2004,450000,0,109920
peugeot,Boxer,2.3,2014,139000,0,39500
peugeot,Boxer,2.3,2015,60000,0,83900
peugeot,Boxer,2.3,2015,60000,0,112000
fiat,Ducato,2.3,2014,258000,0,112000
peugeot,Boxer,2.3,2010,250,0,79920
peugeot,Boxer,2.3,2011,141000,0,55900
citroen,Jumper,2.3,2014,13260,0,62000
peugeot,Boxer,2.3,2011,178000,0,110000
renault,Master,2.3,2017,56412,0,56500
mercedes,Sprinter,2.2,2013,203000,0,128200
mercedes,Sprinter,2.2,2017,221840,0,113900
volkswagem,Kombi,1.4,2012,81367,0,129999
volkswagem,Kombi,1.4,2012,182000,0,69900
mercedes,Sprinter,2.2,2006,260000,0,35900
volkswagem,Kombi,1.4,2014,90000,0,48000
volkswagem,Kombi,1.4,2014,89000,0,42990
mercedes,Sprinter,2.2,2020,0,1,42990
peugeot,Boxer,,2016,116000,0,214900
mercedes,Sprinter,2.2,2015,100000,0,79900
peugeot,Boxer,2.3,2012,258000,0,90990
mercedes,Sprinter,2.2,2018,85250,0,50000
mercedes,Sprinter,2.2,2017,185000,0,180000
chevrolet,Montana,,2015,115000,0,165000
honda,Fit,1.4,2007,1,0,84990
honda,Fit,1.5,2010,71303,0,22990
chery,Face,1.3,2012,120448,0,42900
peugeot,2008,1.6,2019,32000,0,14900
Mitsubishi,Pajero,,1999,178000,0,69900
chevrolet,Spin,1.8,2017,65000,0,29900
citroen,Aircross,1.6,2014,173000,0,54000
honda,Fit,1.5,2015,76000,0,34990
honda,Fit,1.5,2015,48000,0,62790
honda,Fit,1.5,2018,99000,0,61890
citroen,Aircross,1.6,2012,95000,0,65900
peugeot,2008,1.6,2020,10000,0,34990
chrysler,Pt,2.4,2008,101684,0,69990
citroen,Aircross,1.6,2013,44900,0,24900
peugeot,2008,1.6,2020,0,1,33900
peugeot,2008,1.6,2021,0,1,93990
fiat,Idea,1.4,2014,100000,0,82990
fiat,Idea,1.4,2012,134000,0,30900
citroen,C3,1.5,2013,80000,0,23900
citroen,Aircross,1.6,2013,76000,0,28990
honda,Fit,1.5,2015,71000,0,29900
honda,Fit,1.5,2015,76000,0,51900
honda,Fit,1.5,2015,48000,0,62790
citroen,C3,1.5,2014,80000,0,61890
chevrolet,Spin,1.8,2015,85000,0,36900
honda,Fit,1.4,2010,90000,0,42990
citroen,Aircross,1.6,2012,1000,0,34800
chevrolet,Meriva,1.4,2010,1,0,28900
chevrolet,Spin,1.8,2018,70000,0,27490
fiat,Idea,1.8,2007,167720,0,59990
fiat,Idea,1.8,2008,210000,0,23900
citroen,C3,1.6,2012,122000,0,20500
honda,Fit,1.4,2005,0,1,25500
mercedes,Classe,1.9,2005,245000,0,1590000
fiat,Idea,1.6,2014,98000,0,10197
peugeot,2008,1.6,2020,0,1,33900
honda,Fit,1.5,2020,0,1,95499
chevrolet,Meriva,1.4,2009,200000,0,92499
honda,Fit,1.4,2008,150000,0,18000
mercedes,Classe,2.0,2019,14000,0,24900
fiat,Idea,1.4,2008,120,0,249800
fiat,Idea,1.8,2010,125450,0,20900
mercedes,Classe,1.6,2013,92000,0,25900
honda,Fit,1.5,2020,0,1,59990
chevrolet,Spin,1.8,2020,0,1,80799
fiat,Uno,1.0,2007,155000,0,88999
honda,Fit,1.5,2020,0,1,12990
chevrolet,Meriva,1.8,2012,117000,0,71990
renault,Scenic,1.6,2001,180000,0,84900
citroen,Xsara,2.0,2004,102000,0,9400
citroen,C4,2.0,2013,90000,0,17889
nissan,Livina,1.8,2014,125000,0,36900
chevrolet,Zafira,2.0,2012,95694,0,32000
fiat,Doblo,1.4,2016,80000,0,33000
fiat,Doblo,1.8,2016,56000,0,39900
nissan,Livina,1.8,2013,152818,0,64900
nissan,Livina,1.8,2010,118000,0,35900
chevrolet,Zafira,2.0,2004,150000,0,30900
chevrolet,Zafira,2.0,2004,1,0,23990
nissan,Grand,1.8,2012,1,0,21500
nissan,Livina,1.8,2013,89145,0,34890
fiat,Doblo,1.8,2020,40000,0,34900
renault,Scenic,1.6,2001,178000,0,71890
kia,Carnival,3.5,2012,124000,0,11999
nissan,Livina,1.8,2010,129000,0,49990
dodge,Journey,2.7,2010,131000,0,25900
kia,Carnival,3.8,2007,170000,0,36000
chevrolet,Meriva,1.4,2010,151034,0,33000
nissan,Grand,1.8,2010,126000,0,27900
nissan,Livina,1.8,2012,106513,0,26490
fiat,Freemont,2.4,2012,1,0,29899
chrysler,Caravan,3.3,2006,146000,0,46490
chevrolet,Zafira,2.0,2012,134000,0,27999
kia,Carnival,3.8,2009,80000,0,33900
chevrolet,Zafira,2.0,2005,179000,0,41900
chrysler,Caravan,3.3,1998,97000,0,19800
chevrolet,Spin,,2012,189000,0,10000
peugeot,Expert,,2020,0,1,27900
jac,J6,2.0,2014,79000,0,159900
honda,Fit,1.4,2007,88224,0,31990
honda,Fit,1.4,2004,200000,0,19990
citroen,Xsara,1.6,2009,100000,0,18899
honda,Fit,1.4,2009,94000,0,13900
jinbei,Topic,2.0,2011,123000,0,32990
hyundai,Atos,1.0,2000,172000,0,29900
chevrolet,Zafira,2.0,2007,167000,0,7900
citroen,Xsara,2.0,2003,140000,0,18995
citroen,Xsara,2.0,2005,199999,0,10700
chevrolet,Zafira,2.0,2011,134000,0,14490
citroen,Grand,2.0,2009,39000,0,28900
citroen,Xsara,2.0,2006,161000,0,39900
chevrolet,Zafira,2.0,2012,62000,0,14400
fiat,Idea,1.8,2014,85218,0,35300
fiat,Doblo,1.8,2013,121700,0,39900
chevrolet,Zafira,2.0,2008,144000,0,43990
citroen,Aircross,1.6,2018,49900,0,27990
ford,Ka,1.0,2017,80000,0,142900
kia,Picanto,1.0,2017,98000,0,38900
fiat,Palio,1.0,2011,77900,0,33880
ford,Fiesta,1.6,2014,116000,0,19800
kia,Picanto,1.0,2010,116000,0,33900
audi,A3,2.0,2008,92000,0,18590
volkswagem,Gol,1.6,2009,146000,0,43900
volkswagem,Fox,1.0,2010,153769,0,21900
fiat,Palio,1.0,2012,212000,0,22000
renault,Sandero,1.6,2015,999,0,14900
citroen,C3,1.4,2011,96356,0,30990
volkswagem,Polo,1.0,2020,46163,0,19900
chevrolet,Corsa,1.0,2007,90000,0,51900
hyundai,Hb20,1.0,2014,75000,0,17490
nissan,March,1.0,2019,49000,0,34900
renault,Kwid,1.0,2021,0,1,36800
fiat,Punto,1.6,2011,124339,0,43890
renault,Kwid,1.0,2018,30088,0,25900
fiat,Uno,1.0,2016,152000,0,40990
fiat,Uno,1.0,2015,88860,0,29990
volkswagem,Gol,1.0,2012,100000,0,31900
fiat,Palio,1.0,2012,116000,0,15899
peugeot,207,1.4,2012,109000,0,23500
ford,Fiesta,1.6,2006,93000,0,18900
hyundai,Hb20,1.6,2020,19000,0,16500
ford,Focus,2.0,2016,71000,0,68990
chevrolet,Celta,1.0,2003,177553,0,51990
citroen,C3,1.5,2016,65000,0,12000
chevrolet,Celta,1.0,2014,98000,0,35900
ford,Ka,1.0,2020,20003,0,25990
hyundai,Hb20,1.6,2020,0,1,46860
volkswagem,Polo,1.6,2008,95000,0,72990
volkswagem,Fox,1.6,2021,0,1,24900
fiat,500,1.4,2010,89850,0,60990
audi,A1,1.4,2011,125000,0,29864
renault,Sandero,1.0,2009,170000,0,45900
volkswagem,Polo,1.6,2010,115000,0,15890
chevrolet,Astra,2.0,2007,43322,0,25990
fiat,Argo,1.0,2020,30000,0,26900
renault,Sandero,1.0,2010,175000,0,49920
chevrolet,Onix,1.0,2020,0,1,19890
honda,New,,2007,98000,0,72870
ford,Ka,1.0,2011,86500,0,32500
volkswagem,Fox,1.0,2010,99989,0,57999
volkswagem,Fox,1.0,2013,89000,0,20999
peugeot,207,1.4,2012,102300,0,27900
ford,Fiesta,1.0,2012,143000,0,18999
ford,Fusion,2.0,2013,56000,0,203000
hyundai,Hb20s,1.0,2018,71000,0,66900
toyota,Corolla,1.8,2017,48000,0,46890
toyota,Corolla,1.8,2015,124000,0,71990
renault,Clio,1.0,2007,180000,0,64990
fiat,Linea,1.9,2009,124000,0,13600
fiat,Cronos,1.3,2019,30860,0,26900
peugeot,408,1.6,2014,95500,0,57900
ford,Fusion,2.0,2016,81060,0,35000
chevrolet,Cruze,1.4,2018,30000,0,93900
nissan,Versa,1.6,2013,127000,0,84790
honda,Civic,2.0,2016,119000,0,30999
volkswagem,Voyage,1.6,2015,247000,0,63900
fiat,Cronos,1.3,2019,13026,0,31900
chevrolet,Omega,3.6,2005,125000,0,56900
toyota,Corolla,1.8,2013,100000,0,18000
fiat,Siena,1.0,2007,170000,0,48900
volkswagem,Voyage,1.6,2018,24900,0,13999
ford,Ka,1.0,2020,24000,0,47960
hyundai,Hb20s,1.0,2019,38700,0,46980
nissan,Versa,1.0,2019,22000,0,51970
chevrolet,Prisma,1.0,2019,28500,0,46950
volkswagem,Voyage,1.0,2020,29000,0,49980
ford,Fiesta,1.6,2012,116600,0,52970
honda,Civic,1.8,2012,135000,0,24999
chevrolet,Prisma,1.4,2014,88948,0,54990
renault,Fluence,2.0,2013,120000,0,38000
nissan,Versa,1.0,2018,59000,0,41890
chevrolet,Cruze,1.4,2018,40000,0,40900
ford,Focus,2.0,2012,161,0,85900
chevrolet,Prisma,1.4,2019,23355,0,29990
citroen,C4,1.6,2019,15000,0,59980
ford,Ka,1.0,2018,40991,0,79990
toyota,Corolla,1.8,2001,209100,0,43900
citroen,C4,2.0,2016,125000,0,17600
bmw,Serie,2.0,2015,70000,0,43500
ford,Focus,2.0,2009,126,0,89999
renault,Clio,1.6,2006,150000,0,22900
toyota,Corolla,2.0,2011,110000,0,12990
ford,Ka,1.5,2019,37000,0,48890
honda,Civic,1.8,2008,98000,0,42888
bmw,Serie,2.0,2011,108000,0,60000
hyundai,Hb20s,1.6,2021,0,1,53800
jac,J5,1.5,2013,192885,0,62600
volkswagem,Voyage,1.6,2019,36500,0,24450
ford,Fiesta,1.6,2013,67000,0,45500
mercedes,Classe,2.0,2016,68000,0,26890
bmw,X1,2.0,2016,70000,0,134900
ford,Ecosport,2.0,2007,135000,0,109900
honda,Hr-v,1.8,2016,102000,0,23000
Mitsubishi,Asx,2.0,2013,87000,0,70900
audi,Q3,1.4,2016,56000,0,51990
ford,Ecosport,2.0,2014,66000,0,104900
jeep,Renegade,2.0,2020,20000,0,47990
jeep,Renegade,1.8,2018,25500,0,134990
kia,Sportage,2.0,2015,75734,0,84990
hyundai,Creta,1.6,2021,0,1,73900
jeep,Renegade,1.8,2020,0,1,87390
jeep,Compass,2.0,2018,45496,0,87099
jeep,Compass,2.0,2018,47000,0,124900
honda,Cr-v,2.0,2009,100,0,98990
renault,Duster,1.6,2012,104000,0,46900
bmw,X6,3.0,2016,90000,0,36800
land rover,Rover,2.0,2013,49000,0,229999
hyundai,Creta,1.6,2021,0,1,114870
ford,Ecosport,1.6,2006,175000,0,106490
honda,Hr-v,1.8,2016,52393,0,23990
toyota,Hilux,2.8,2017,63000,0,79790
renault,Duster,1.6,2013,98000,0,219990
renault,Duster,1.6,2018,79000,0,58500
ford,Ecosport,1.5,2019,20000,0,56899
volvo,Xc60,3.0,2011,88000,0,71400
land rover,Rover,2.2,2012,55000,0,51990
chevrolet,Captiva,2.4,2012,83000,0,81900
Mitsubishi,Outlander,2.0,2016,75223,0,44900
jeep,Renegade,1.8,2016,84000,0,89790
land rover,Rover,4.0,2008,78310,0,59900
ford,Ecosport,1.6,2007,150000,0,57800
honda,Cr-v,2.0,2008,168000,0,23990
nissan,Kicks,1.6,2018,55000,0,37900
mercedes,Gla,,2015,50000,0,68500
renault,Duster,2.0,2016,66000,0,96800
chevrolet,Blazer,2.8,2000,193000,0,52900
hyundai,Creta,1.6,2018,201000,0,42800
Mitsubishi,Pajero,2.0,2012,100000,0,28500
jeep,Renegade,1.8,2018,30000,0,44900
hyundai,Tucson,2.0,2008,196775,0,65900
hyundai,Ix35,2.0,2011,85072,0,29900
chevrolet,Tracker,1.4,2017,29161,0,53900
citroen,C4,1.6,2020,8298,0,75980
mercedes,Classe,1.6,2015,67000,0,73980
volvo,Xc40,2.0,2020,13345,0,106990
volkswagem,Tiguan,2.0,2016,55240,0,204990
mercedes,Classe,1.6,2019,22570,0,79990
toyota,Hilux,2.8,2016,70000,0,62990
ford,Ranger,2.2,2020,1,0,249990
volkswagem,Saveiro,1.6,2020,20110,0,163900
chevrolet,S10,2.4,2016,57985,0,51800
fiat,Strada,1.4,2016,83829,0,81990
ford,Ranger,3.2,2017,81000,0,35990
nissan,Frontier,2.3,2018,43000,0,149890
fiat,Strada,1.4,2017,82926,0,149900
fiat,Toro,2.0,2021,0,1,44980
ford,Ranger,2.5,2018,90000,0,145000
fiat,Toro,1.8,2021,0,1,99999
volkswagem,Saveiro,1.6,2019,65000,0,89890
chevrolet,S10,2.8,2020,74232,0,51900
chevrolet,S-10,2.8,2019,58450,0,125900
fiat,Toro,2.0,2019,55000,0,119890
toyota,Hilux,2.8,2018,87000,0,129790
renault,Master,2.3,2021,0,1,179900
fiat,Strada,1.3,2021,27,0,143900
mercedes,Sprinter,2.2,2021,0,1,78500
fiat,Toro,2.0,2019,46000,0,186900
chevrolet,Montana,1.4,2010,139000,0,135900
fiat,Toro,1.8,2019,44000,0,24999
ford,Ranger,3.2,2019,108110,0,88990
fiat,Toro,1.8,2020,46000,0,172900
nissan,Frontier,2.3,2021,0,1,92990
fiat,Strada,1.4,2021,0,1,189900
volkswagem,Saveiro,1.6,2020,15000,0,66990
fiat,Toro,2.0,2021,0,1,65900
fiat,Toro,2.0,2021,0,1,156870
fiat,Toro,2.0,2021,0,1,149900
fiat,Strada,1.4,2018,49497,0,157900
chevrolet,S10,2.4,2016,57985,0,44990
fiat,Toro,1.8,2018,49000,0,81990
volkswagem,Saveiro,1.6,2019,77000,0,84900
renault,Master,2.3,2020,6000,0,47900
fiat,Toro,2.0,2017,80000,0,149900
volkswagem,Saveiro,,2020,20110,0,105000
volkswagem,Saveiro,,2019,55428,0,51800
volkswagem,Amarok,2.0,2018,67000,0,46800
chevrolet,S10,2.4,2010,155000,0,111900
fiat,Toro,2.0,2020,0,1,46900
chevrolet,Montana,1.4,2019,35000,0,143443
fiat,Strada,1.4,2018,60000,0,53900
chevrolet,Pick,,1970,500000,0,41900
fiat,Strada,1.4,2019,47895,0,35000
fiat,Toro,1.8,2017,80000,0,63890
volkswagem,Saveiro,1.6,2020,40000,0,79900
volkswagem,Saveiro,1.6,2018,155000,0,56799
renault,Master,,2022,0,1,129870
renault,Master,,2022,0,1,149000
renault,Master,,2022,0,1,149000
renault,Master,,2022,0,1,149000
renault,Master,,2022,0,1,149000
hyundai,Hr,,2019,8144,0,149000
mercedes,Sprinter,2.2,2013,298760,0,123500
mercedes,Sprinter,2.2,2013,298760,0,115000
mercedes,Sprinter,2.2,2013,298760,0,115000
